epoch,train_loss,train_loss_policy,train_loss_value,train_num_data,execution_time
555,0.525628,0.18874,0.336888,200000,10.3764
556,0.524735,0.188559,0.336176,200000,10.8351
557,0.52728,0.189286,0.337994,200000,10.1221
558,0.522935,0.188108,0.334828,200000,10.1588
559,0.523149,0.187959,0.33519,200000,11.4923
560,0.528315,0.189772,0.338543,200000,9.86106
561,0.522841,0.188023,0.334817,200000,10.5673
562,0.523022,0.187964,0.335059,200000,11.5122
563,0.524622,0.188667,0.335955,200000,10.939
564,0.524674,0.188915,0.335758,200000,11.4616
565,0.52475,0.188745,0.336005,200000,8.99563
566,0.523824,0.188344,0.33548,200000,9.22171
567,0.523195,0.188386,0.334809,200000,10.1888
568,0.52475,0.188659,0.33609,200000,10.7913
569,0.523125,0.188249,0.334876,200000,11.6497
570,0.522723,0.188177,0.334546,200000,11.1912
571,0.523451,0.188406,0.335045,200000,10.3632
572,0.523868,0.188653,0.335216,200000,9.07433
573,0.523508,0.188358,0.33515,200000,10.7174
574,0.521573,0.187914,0.333658,200000,10.2584
575,0.522857,0.188364,0.334493,200000,9.9851
576,0.524405,0.188852,0.335553,200000,9.71042
577,0.520389,0.187555,0.332835,200000,11.3702
578,0.521211,0.187927,0.333283,200000,11.4052
579,0.520967,0.187834,0.333134,200000,9.15772
580,0.520847,0.18788,0.332966,200000,11.1068
581,0.520644,0.187699,0.332945,200000,11.8009
582,0.522911,0.188166,0.334745,200000,10.757
583,0.521879,0.188001,0.333878,200000,10.3697
584,0.521418,0.187742,0.333676,200000,10.8722
585,0.521283,0.187568,0.333715,200000,11.6873
586,0.521613,0.187773,0.33384,200000,9.89334
587,0.522194,0.188042,0.334151,200000,10.2759
588,0.520557,0.187387,0.333169,200000,10.6431
589,0.521455,0.187721,0.333734,200000,10.9006
590,0.523111,0.187957,0.335154,200000,10.4282
591,0.522007,0.18778,0.334227,200000,10.843
592,0.52203,0.187761,0.334269,200000,10.9702
593,0.521425,0.187679,0.333745,200000,10.6179
594,0.521798,0.187934,0.333864,200000,10.237
595,0.521051,0.187812,0.333239,200000,10.5421
596,0.5209,0.187514,0.333387,200000,10.3822
597,0.520067,0.187252,0.332814,200000,9.97714
598,0.522063,0.187835,0.334228,200000,10.8218
599,0.522345,0.188048,0.334297,200000,11.2346
600,0.52021,0.187427,0.332783,200000,10.6374
601,0.5229,0.18797,0.33493,200000,11.4951
602,0.521928,0.187842,0.334085,200000,11.0856
603,0.520975,0.187533,0.333443,200000,10.1015
604,0.523358,0.188296,0.335062,200000,10.7188
605,0.521396,0.187514,0.333882,200000,10.242
606,0.521155,0.187405,0.33375,200000,9.71223
607,0.52116,0.187634,0.333526,200000,9.59426
608,0.521496,0.187638,0.333858,200000,10.7399
609,0.520867,0.187466,0.333401,200000,11.3214
610,0.521753,0.18786,0.333894,200000,11.0157
611,0.521384,0.187884,0.3335,200000,11.1004
612,0.519713,0.187268,0.332444,200000,11.0169
613,0.519438,0.187117,0.332321,200000,10.3614
614,0.519969,0.187532,0.332437,200000,10.6638
615,0.520519,0.187626,0.332893,200000,10.789
616,0.519543,0.187261,0.332282,200000,9.40597
617,0.519362,0.187098,0.332264,200000,9.45315
618,0.520442,0.187524,0.332918,200000,10.8196
619,0.52108,0.187773,0.333306,200000,11.056
620,0.51983,0.187485,0.332345,200000,9.69823
621,0.517779,0.187006,0.330773,200000,11.2383
622,0.518378,0.187117,0.33126,200000,10.1828
623,0.518677,0.187098,0.33158,200000,10.4112
624,0.521096,0.187887,0.33321,200000,11.3097
625,0.518397,0.186907,0.33149,200000,11.0487
626,0.51999,0.187622,0.332368,200000,10.6348
627,0.520159,0.187493,0.332666,200000,10.3656
628,0.518491,0.186927,0.331565,200000,10.156
629,0.519014,0.187281,0.331733,200000,10.5479
630,0.517363,0.186784,0.330579,200000,10.1941
631,0.520168,0.187841,0.332327,200000,11.3222
632,0.517785,0.186872,0.330913,200000,10.1821
633,0.518617,0.187301,0.331316,200000,10.4951
634,0.516888,0.187164,0.329724,200000,10.8006
635,0.516265,0.186775,0.32949,200000,9.40721
636,0.519902,0.187973,0.331929,200000,11.0227
637,0.515191,0.186858,0.328333,200000,11.6034
638,0.51602,0.186917,0.329104,200000,10.3556
639,0.517201,0.187066,0.330134,200000,11.0866
640,0.517564,0.187494,0.33007,200000,9.84768
641,0.517273,0.187101,0.330172,200000,10.4956
642,0.517637,0.187348,0.330289,200000,11.251
643,0.515787,0.186843,0.328944,200000,9.77728
644,0.520297,0.188284,0.332012,200000,10.1162
645,0.516215,0.187091,0.329125,200000,10.5868
646,0.51456,0.186437,0.328123,200000,10.1832
647,0.517034,0.18746,0.329574,200000,10.8683
648,0.514587,0.186872,0.327715,200000,10.3114
649,0.515672,0.187216,0.328456,200000,11.0887
650,0.517323,0.187755,0.329568,200000,9.59038
651,0.515771,0.186946,0.328825,200000,10.9968
652,0.517289,0.187537,0.329752,200000,11.7386
653,0.515152,0.186937,0.328215,200000,10.3735
654,0.517541,0.187705,0.329836,200000,10.954
655,0.516213,0.187364,0.32885,200000,10.3861
656,0.515775,0.187189,0.328586,200000,9.50057
657,0.516643,0.187445,0.329198,200000,10.7308
658,0.516084,0.187122,0.328962,200000,10.7916
659,0.517554,0.187428,0.330125,200000,10.1411
660,0.517293,0.187397,0.329895,200000,10.9066
661,0.51965,0.187932,0.331718,200000,9.59533
662,0.516354,0.186855,0.329499,200000,11.2192
663,0.517557,0.187466,0.330092,200000,11.0719
664,0.517192,0.187437,0.329755,200000,10.1017
665,0.517124,0.187467,0.329657,200000,11.6676
666,0.518374,0.187731,0.330642,200000,11.5077
667,0.516582,0.187149,0.329433,200000,11.0473
668,0.516931,0.187161,0.32977,200000,11.3802
669,0.516709,0.187023,0.329686,200000,9.3786
670,0.518696,0.18778,0.330916,200000,11.1812
671,0.516679,0.187226,0.329453,200000,9.8897
672,0.516621,0.187245,0.329376,200000,11.578
673,0.515606,0.187055,0.32855,200000,10.4277
674,0.516047,0.187111,0.328936,200000,10.6745
675,0.515642,0.186855,0.328788,200000,11.0798
676,0.516362,0.187018,0.329344,200000,10.3041
677,0.518684,0.187537,0.331147,200000,9.88481
678,0.516562,0.186795,0.329767,200000,11.0765
679,0.516415,0.186842,0.329572,200000,11.2172
680,0.518755,0.187597,0.331158,200000,11.0641
681,0.51758,0.187111,0.330469,200000,11.1768
682,0.518481,0.187405,0.331076,200000,11.5798
683,0.516054,0.186607,0.329447,200000,10.5471
684,0.51834,0.187385,0.330955,200000,9.55808
685,0.516715,0.18692,0.329795,200000,12.1305
686,0.514717,0.186305,0.328411,200000,10.8577
687,0.516465,0.186879,0.329587,200000,11.0326
688,0.51839,0.187582,0.330808,200000,10.2017
689,0.515356,0.186479,0.328877,200000,11.1566
690,0.518388,0.187408,0.33098,200000,10.8603
691,0.516436,0.186691,0.329746,200000,11.348
692,0.517027,0.186813,0.330214,200000,10.6537
693,0.517762,0.187234,0.330528,200000,11.4101
694,0.517615,0.186964,0.330651,200000,10.7901
695,0.516934,0.186859,0.330075,200000,10.6705
696,0.518282,0.187542,0.33074,200000,10.2837
697,0.516068,0.186779,0.329289,200000,10.9589
698,0.515578,0.186561,0.329017,200000,11.3763
699,0.516389,0.186792,0.329597,200000,10.1852
700,0.518875,0.187289,0.331587,200000,11.481
701,0.516359,0.186403,0.329956,200000,11.1862
702,0.518328,0.187028,0.3313,200000,11.4966
703,0.517806,0.186903,0.330902,200000,10.7965
704,0.517174,0.18672,0.330455,200000,9.84677
705,0.516455,0.186435,0.330021,200000,10.0115
706,0.518915,0.187181,0.331734,200000,10.3273
707,0.516863,0.186467,0.330396,200000,10.5643
708,0.517354,0.186862,0.330492,200000,10.7211
709,0.51774,0.186936,0.330804,200000,10.0174
710,0.519792,0.187261,0.332531,200000,10.3391
711,0.516707,0.1864,0.330308,200000,11.3849
712,0.518162,0.186964,0.331198,200000,10.8604
713,0.517946,0.187257,0.330689,200000,11.3202
714,0.514422,0.186084,0.328338,200000,10.3895
715,0.516893,0.186794,0.330099,200000,10.6905
716,0.516721,0.186717,0.330004,200000,11.047
717,0.515942,0.186602,0.329339,200000,11.0522
718,0.516139,0.186536,0.329603,200000,10.7544
719,0.51665,0.186636,0.330014,200000,11.2872
720,0.516104,0.186534,0.32957,200000,10.3173
721,0.51715,0.186692,0.330459,200000,11.1946
722,0.517469,0.186597,0.330871,200000,11.2562
723,0.516572,0.186419,0.330153,200000,10.2013
724,0.51699,0.186236,0.330754,200000,10.4587
725,0.519591,0.187153,0.332438,200000,11.3114
726,0.516838,0.18613,0.330707,200000,10.2007
727,0.519086,0.187008,0.332078,200000,9.4185
728,0.517131,0.186369,0.330761,200000,10.5971
729,0.517319,0.186585,0.330734,200000,11.1736
730,0.517117,0.186393,0.330724,200000,11.5383
731,0.518415,0.186737,0.331677,200000,12.1923
732,0.517726,0.186535,0.331192,200000,10.7655
733,0.518668,0.186763,0.331905,200000,10.8934
734,0.518334,0.186582,0.331751,200000,10.4985
735,0.518622,0.186635,0.331988,200000,10.6179
736,0.518202,0.186568,0.331633,200000,10.9495
737,0.516177,0.185938,0.330239,200000,10.0322
738,0.519803,0.187047,0.332756,200000,11.1139
739,0.518593,0.186631,0.331962,200000,10.5666
740,0.517873,0.186549,0.331324,200000,10.5477
741,0.518231,0.186256,0.331974,200000,10.1766
742,0.518107,0.186572,0.331535,200000,9.92474
743,0.518118,0.186257,0.331861,200000,11.3103
744,0.518593,0.186904,0.331689,200000,11.2597
745,0.515841,0.185897,0.329944,200000,11.0726
746,0.520152,0.187408,0.332744,200000,10.7376
747,0.517618,0.186558,0.33106,200000,10.7497
748,0.517821,0.18667,0.331151,200000,11.1395
749,0.519228,0.186874,0.332354,200000,11.4343
750,0.516477,0.186288,0.330189,200000,11.1583
751,0.516704,0.186143,0.33056,200000,12.0261
752,0.516885,0.186342,0.330543,200000,10.9916
753,0.518173,0.186898,0.331275,200000,10.805
754,0.516911,0.186284,0.330628,200000,10.036
755,0.517485,0.186554,0.330931,200000,9.86494
756,0.517117,0.186346,0.330771,200000,10.9677
757,0.517032,0.186606,0.330426,200000,11.3145
758,0.514535,0.185681,0.328854,200000,10.3988
759,0.516811,0.186365,0.330446,200000,10.827
760,0.517204,0.186748,0.330456,200000,10.4373
761,0.516498,0.186497,0.330001,200000,10.7655
762,0.516247,0.186423,0.329824,200000,10.4384
763,0.514552,0.185831,0.328721,200000,11.3867
764,0.513227,0.18572,0.327507,200000,9.51792
765,0.515406,0.186347,0.329058,200000,11.624
766,0.513944,0.186088,0.327855,200000,12.2402
767,0.516461,0.186653,0.329808,200000,10.4091
768,0.514811,0.186307,0.328504,200000,10.5872
769,0.513735,0.186036,0.327698,200000,10.6946
770,0.51394,0.18613,0.327811,200000,10.9834
771,0.513766,0.186117,0.327649,200000,10.5178
772,0.515298,0.186539,0.328759,200000,9.81429
773,0.514536,0.186402,0.328135,200000,10.1523
774,0.514158,0.186218,0.32794,200000,9.97384
775,0.514913,0.186483,0.328431,200000,11.0846
776,0.515077,0.186709,0.328368,200000,11.821
777,0.513821,0.186126,0.327695,200000,9.79547
778,0.514929,0.186485,0.328444,200000,11.2756
779,0.51242,0.185786,0.326634,200000,9.17564
780,0.5136,0.186384,0.327216,200000,10.5739
781,0.51324,0.186045,0.327195,200000,10.6366
782,0.513566,0.186306,0.32726,200000,10.326
783,0.513737,0.186271,0.327466,200000,9.90373
784,0.515707,0.186812,0.328895,200000,11.6271
785,0.513772,0.18642,0.327352,200000,9.32289
786,0.512755,0.185909,0.326846,200000,10.9589
787,0.513688,0.186271,0.327418,200000,10.8852
788,0.513163,0.185908,0.327255,200000,9.82211
789,0.516174,0.186928,0.329246,200000,10.23
790,0.513992,0.186363,0.327629,200000,11.0245
791,0.51445,0.18663,0.327819,200000,10.4701
792,0.514436,0.186391,0.328044,200000,9.57157
793,0.516261,0.18702,0.329241,200000,9.25608
794,0.512776,0.185888,0.326887,200000,9.29604
795,0.5144,0.186559,0.327841,200000,11.1951
796,0.512707,0.185973,0.326734,200000,9.95208
797,0.514975,0.18669,0.328285,200000,10.4916
798,0.513742,0.186194,0.327548,200000,9.91033
799,0.515266,0.186738,0.328528,200000,11.3532
800,0.513904,0.18612,0.327784,200000,10.6047
801,0.515315,0.186636,0.328679,200000,11.1471
802,0.513288,0.185976,0.327312,200000,10.9911
803,0.514542,0.186443,0.328099,200000,9.97259
804,0.512976,0.186255,0.326722,200000,9.42174
805,0.514554,0.186754,0.3278,200000,10.8928
806,0.513429,0.186304,0.327125,200000,10.826
807,0.51418,0.186595,0.327585,200000,10.6881
808,0.515484,0.186992,0.328493,200000,9.54648
809,0.514424,0.186665,0.327758,200000,11.5493
810,0.513267,0.186747,0.32652,200000,11.1737
811,0.513778,0.186938,0.32684,200000,10.0315
812,0.510465,0.185729,0.324736,200000,11.7622
813,0.513647,0.186824,0.326823,200000,10.3928
814,0.513577,0.186614,0.326963,200000,10.1151
815,0.515079,0.187148,0.327931,200000,9.15358
816,0.51263,0.186264,0.326366,200000,10.3499
817,0.512975,0.186263,0.326713,200000,11.3949
818,0.516019,0.187218,0.328801,200000,10.093
819,0.514157,0.186719,0.327438,200000,10.8921
820,0.513267,0.186412,0.326855,200000,11.3024
821,0.51291,0.186492,0.326419,200000,11.4154
822,0.511582,0.186282,0.3253,200000,9.24562
823,0.514303,0.187145,0.327159,200000,9.11787
824,0.512206,0.186475,0.325731,200000,11.3233
825,0.511586,0.186282,0.325304,200000,10.0033
826,0.51236,0.186509,0.325851,200000,11.2821
827,0.511418,0.186187,0.325231,200000,10.0111
828,0.515965,0.187423,0.328541,200000,10.6095
829,0.512316,0.186497,0.325819,200000,10.4693
830,0.511203,0.186114,0.325089,200000,12.0036
831,0.513895,0.187185,0.32671,200000,11.3882
832,0.512384,0.186582,0.325802,200000,9.34093
833,0.513922,0.1873,0.326622,200000,10.0735
834,0.510208,0.186413,0.323795,200000,11.1234
835,0.510015,0.186243,0.323772,200000,9.64235
836,0.512188,0.187023,0.325165,200000,8.63605
837,0.511843,0.187098,0.324745,200000,8.2535
838,0.509678,0.186061,0.323617,200000,10.9835
839,0.511432,0.186801,0.324631,200000,11.1333
840,0.508711,0.186078,0.322633,200000,9.72023
841,0.510055,0.186552,0.323503,200000,11.1874
842,0.512354,0.18719,0.325164,200000,10.1706
843,0.510871,0.186755,0.324116,200000,10.5193
844,0.51178,0.186993,0.324786,200000,11.0501
845,0.509391,0.18631,0.323082,200000,10.6647
846,0.509904,0.186509,0.323395,200000,10.8618
847,0.50929,0.186359,0.322931,200000,11.0576
848,0.508968,0.186459,0.322509,200000,10.3807
849,0.509424,0.186239,0.323185,200000,10.2363
850,0.510244,0.186606,0.323638,200000,11.1142
851,0.510277,0.186457,0.32382,200000,10.5752
852,0.510958,0.18684,0.324118,200000,11.2413
853,0.508454,0.185879,0.322575,200000,10.4057
854,0.513784,0.18763,0.326153,200000,9.54282
855,0.508873,0.185925,0.322948,200000,9.99685
856,0.510307,0.186427,0.32388,200000,9.69092
857,0.512072,0.186993,0.325079,200000,11.7156
858,0.510086,0.186369,0.323718,200000,11.7146
859,0.510563,0.186059,0.324504,200000,10.9305
860,0.515083,0.187399,0.327684,200000,9.66606
861,0.514249,0.186769,0.32748,200000,9.88774
862,0.512329,0.186207,0.326122,200000,9.88765
863,0.514411,0.186754,0.327657,200000,9.66083
864,0.513109,0.186642,0.326467,200000,10.3712
865,0.513217,0.186638,0.326579,200000,11.5698
866,0.515412,0.187528,0.327884,200000,11.0905
867,0.51274,0.186522,0.326217,200000,11.1068
868,0.514177,0.187024,0.327154,200000,11.1311
869,0.513374,0.186504,0.326869,200000,10.6019
870,0.515133,0.187098,0.328035,200000,10.6415
871,0.51331,0.186454,0.326857,200000,11.3729
872,0.515994,0.187326,0.328668,200000,11.5904
873,0.514019,0.186623,0.327395,200000,11.0127
874,0.516774,0.187187,0.329587,200000,11.1306
875,0.515615,0.186909,0.328706,200000,10.4277
876,0.514151,0.186558,0.327594,200000,10.1603
877,0.515414,0.186847,0.328567,200000,11.1165
878,0.515398,0.18696,0.328438,200000,10.6535
879,0.516218,0.18707,0.329147,200000,9.90629
880,0.516301,0.18687,0.32943,200000,10.3896
881,0.515532,0.186791,0.328742,200000,10.625
882,0.515475,0.186643,0.328832,200000,9.84866
883,0.517411,0.187259,0.330152,200000,11.2899
884,0.515578,0.186834,0.328744,200000,10.0595
885,0.514875,0.186563,0.328312,200000,9.59791
886,0.516874,0.187218,0.329656,200000,10.7746
887,0.515777,0.186826,0.328951,200000,10.7562
888,0.516714,0.187019,0.329696,200000,11.1231
889,0.51781,0.18744,0.330369,200000,10.6429
890,0.515463,0.186585,0.328879,200000,9.80864
891,0.516256,0.186862,0.329394,200000,10.4249
892,0.516214,0.186927,0.329287,200000,11.193
893,0.517038,0.187098,0.32994,200000,10.711
894,0.516827,0.186955,0.329872,200000,11.4377
895,0.517947,0.187325,0.330622,200000,11.1088
896,0.517183,0.187214,0.329968,200000,11.3581
897,0.516846,0.187177,0.32967,200000,11.1021
898,0.517534,0.187467,0.330067,200000,11.5697
899,0.515783,0.186947,0.328836,200000,9.39549
900,0.515328,0.186786,0.328542,200000,10.5398
901,0.515519,0.186896,0.328623,200000,10.5513
902,0.515595,0.187048,0.328547,200000,11.6359
903,0.516822,0.18737,0.329453,200000,11.9177
904,0.516286,0.187196,0.329089,200000,9.73557
905,0.515664,0.186853,0.328811,200000,10.5861
906,0.516943,0.187392,0.329551,200000,11.5541
907,0.517171,0.187386,0.329785,200000,11.4497
908,0.515151,0.186941,0.32821,200000,11.4441
909,0.515681,0.186898,0.328783,200000,10.2721
910,0.515609,0.186904,0.328705,200000,9.77681
911,0.513759,0.186628,0.327131,200000,10.55
912,0.515487,0.187084,0.328403,200000,10.7322
913,0.515453,0.187149,0.328304,200000,10.5519
914,0.513377,0.186317,0.327059,200000,11.0535
915,0.515292,0.187076,0.328217,200000,11.8214
916,0.515258,0.187022,0.328236,200000,10.005
917,0.515798,0.187022,0.328776,200000,11.1807
918,0.515955,0.186901,0.329055,200000,10.7586
919,0.515454,0.186787,0.328666,200000,10.7463
920,0.515311,0.186711,0.3286,200000,11.3044
921,0.515271,0.186715,0.328556,200000,10.0774
922,0.514652,0.186308,0.328344,200000,11.7015
923,0.516959,0.187401,0.329557,200000,10.6274
924,0.517132,0.187438,0.329694,200000,10.8244
925,0.513673,0.186226,0.327448,200000,11.6178
926,0.51505,0.186872,0.328178,200000,11.1104
927,0.514603,0.186523,0.328081,200000,10.9283
928,0.515958,0.187074,0.328884,200000,10.6776
929,0.515781,0.186618,0.329163,200000,10.3395
930,0.514327,0.186041,0.328286,200000,10.5859
931,0.518213,0.187315,0.330898,200000,11.3858
932,0.515196,0.186404,0.328792,200000,11.2989
933,0.514995,0.186314,0.328681,200000,10.4732
934,0.514764,0.186393,0.328371,200000,10.83
935,0.516981,0.186989,0.329992,200000,10.0978
936,0.516019,0.186606,0.329413,200000,11.1867
937,0.515601,0.186692,0.328909,200000,9.46969
938,0.516418,0.186567,0.32985,200000,9.92678
939,0.51686,0.186799,0.33006,200000,10.052
940,0.516199,0.186655,0.329544,200000,11.0562
941,0.5156,0.186545,0.329055,200000,11.3017
942,0.515704,0.186556,0.329148,200000,11.5227
943,0.516945,0.186888,0.330056,200000,10.1125
944,0.51505,0.186509,0.328541,200000,11.3741
945,0.515969,0.186642,0.329327,200000,11.0656
946,0.515731,0.186866,0.328865,200000,11.2292
947,0.518718,0.18759,0.331128,200000,10.4782
948,0.514129,0.185968,0.328161,200000,10.4689
949,0.5137,0.185985,0.327715,200000,10.486
950,0.516591,0.186781,0.32981,200000,12.0124
951,0.51728,0.186754,0.330526,200000,11.9037
952,0.518541,0.187073,0.331468,200000,11.347
953,0.516963,0.186556,0.330407,200000,10.6386
954,0.516439,0.186633,0.329806,200000,10.9672
955,0.51854,0.187242,0.331298,200000,9.98503
956,0.516483,0.186632,0.329851,200000,10.3517
957,0.517402,0.1869,0.330502,200000,11.1212
958,0.516336,0.186361,0.329975,200000,10.351
959,0.517945,0.186992,0.330953,200000,10.3581
960,0.516888,0.186812,0.330076,200000,10.3906
961,0.514759,0.186205,0.328554,200000,11.5018
962,0.515651,0.186338,0.329314,200000,11.0989
963,0.517288,0.187054,0.330234,200000,10.6852
964,0.516087,0.186833,0.329254,200000,11.202
965,0.515606,0.186499,0.329107,200000,10.4164
966,0.515987,0.186663,0.329324,200000,9.76451
967,0.516165,0.186733,0.329431,200000,11.3126
968,0.515076,0.186151,0.328925,200000,10.4103
969,0.514614,0.185962,0.328653,200000,10.3071
970,0.515959,0.186455,0.329504,200000,9.8333
971,0.515086,0.186261,0.328825,200000,10.3864
972,0.515566,0.186255,0.329311,200000,10.359
973,0.51438,0.186197,0.328183,200000,10.4066
974,0.512034,0.185095,0.326939,200000,10.9186
975,0.514323,0.185812,0.328511,200000,11.2387
976,0.516369,0.18691,0.329459,200000,10.0319
977,0.512905,0.185513,0.327391,200000,11.1696
978,0.512925,0.185862,0.327062,200000,9.68062
979,0.511655,0.185432,0.326223,200000,11.7053
980,0.513936,0.186263,0.327673,200000,11.4807
981,0.514481,0.186406,0.328075,200000,10.6744
982,0.512513,0.185862,0.326651,200000,11.3863
983,0.512888,0.185934,0.326954,200000,9.80657
984,0.512968,0.185934,0.327034,200000,10.8133
985,0.514239,0.186291,0.327948,200000,10.8439
986,0.512358,0.185489,0.32687,200000,10.6635
987,0.513124,0.185796,0.327328,200000,11.5806
988,0.513588,0.186013,0.327575,200000,10.4011
989,0.513918,0.186112,0.327806,200000,11.595
990,0.515531,0.186581,0.328949,200000,10.5682
991,0.510765,0.185229,0.325536,200000,10.9949
992,0.512453,0.185777,0.326676,200000,11.2963
993,0.513645,0.186027,0.327618,200000,11.8384
994,0.513253,0.185939,0.327313,200000,10.7832
995,0.511487,0.185206,0.32628,200000,10.1527
996,0.512155,0.185692,0.326464,200000,11.406
997,0.512408,0.185681,0.326726,200000,11.1041
998,0.512312,0.185645,0.326667,200000,10.6842
999,0.512281,0.185809,0.326472,200000,10.3807
1000,0.512677,0.186023,0.326654,200000,11.4642
1001,0.511239,0.185533,0.325705,200000,10.3525
1002,0.515169,0.186587,0.328582,200000,10.6601
1003,0.513032,0.186004,0.327028,200000,10.5798
1004,0.511707,0.185633,0.326075,200000,11.5695
1005,0.51152,0.185749,0.325771,200000,11.5104
1006,0.511668,0.185641,0.326027,200000,11.8845
1007,0.512237,0.185956,0.326281,200000,10.6486
1008,0.513309,0.186389,0.32692,200000,10.9163
1009,0.514515,0.186663,0.327852,200000,10.1361
1010,0.511008,0.185372,0.325637,200000,11.4464
1011,0.513891,0.18615,0.327741,200000,10.7382
1012,0.514444,0.186547,0.327897,200000,11.9942
1013,0.511445,0.185305,0.32614,200000,10.9042
1014,0.512872,0.18588,0.326991,200000,10.1825
1015,0.514208,0.186369,0.327839,200000,11.1263
1016,0.515036,0.186581,0.328455,200000,11.7444
1017,0.514818,0.186346,0.328472,200000,11.517
1018,0.514238,0.186406,0.327833,200000,10.142
1019,0.514243,0.186418,0.327825,200000,9.93175
1020,0.513299,0.186179,0.32712,200000,11.62
1021,0.513903,0.186455,0.327448,200000,11.0702
1022,0.514066,0.186421,0.327645,200000,11.5152
1023,0.512751,0.186107,0.326644,200000,10.431
1024,0.513628,0.18645,0.327177,200000,10.0369
1025,0.512126,0.18597,0.326156,200000,11.8058
1026,0.512516,0.1862,0.326316,200000,11.7886
1027,0.513,0.186198,0.326802,200000,11.0816
1028,0.512565,0.186136,0.326429,200000,10.8887
1029,0.512559,0.186213,0.326346,200000,10.3164
1030,0.514199,0.186576,0.327623,200000,9.95039
1031,0.513061,0.186226,0.326835,200000,11.1843
1032,0.513941,0.186481,0.32746,200000,10.1432
1033,0.514517,0.186748,0.327769,200000,11.4073
1034,0.512495,0.186138,0.326356,200000,10.3277
1035,0.515644,0.186943,0.328701,200000,11.0616
1036,0.512425,0.185993,0.326433,200000,11.0868
1037,0.516545,0.187053,0.329492,200000,10.3948
1038,0.513596,0.186232,0.327364,200000,10.9803
1039,0.5154,0.186896,0.328504,200000,10.9598
1040,0.514645,0.186642,0.328003,200000,11.4148
1041,0.514715,0.186596,0.328119,200000,11.2714
1042,0.515943,0.186941,0.329002,200000,10.0675
1043,0.513077,0.185799,0.327277,200000,11.2698
1044,0.515922,0.186501,0.329421,200000,10.9891
1045,0.518677,0.18744,0.331237,200000,11.9854
1046,0.515875,0.186402,0.329472,200000,10.9379
1047,0.517131,0.186713,0.330418,200000,11.0497
1048,0.518607,0.187218,0.33139,200000,11.9171
1049,0.516539,0.186679,0.329861,200000,10.8419
1050,0.515835,0.186358,0.329477,200000,10.4424
1051,0.518389,0.187224,0.331165,200000,11.0893
1052,0.517079,0.186606,0.330472,200000,10.6584
1053,0.518896,0.187216,0.33168,200000,10.8188
1054,0.515663,0.186189,0.329475,200000,10.0102
1055,0.517541,0.186778,0.330763,200000,9.82744
1056,0.517611,0.18671,0.330901,200000,10.5813
1057,0.519004,0.187243,0.331761,200000,10.2414
1058,0.519358,0.187308,0.33205,200000,11.4818
1059,0.515956,0.186201,0.329755,200000,11.4452
1060,0.516019,0.186157,0.329862,200000,11.1597
1061,0.518239,0.187093,0.331146,200000,10.9841
1062,0.51976,0.1874,0.33236,200000,9.93003
1063,0.516716,0.186466,0.33025,200000,11.0925
1064,0.515284,0.186645,0.328639,200000,10.3441
1065,0.515092,0.186589,0.328503,200000,10.2739
1066,0.516965,0.187152,0.329812,200000,11.405
1067,0.51465,0.186757,0.327893,200000,10.6693
1068,0.517462,0.187769,0.329693,200000,10.3935
1069,0.515105,0.186996,0.328109,200000,10.5966
1070,0.515997,0.187429,0.328568,200000,10.6563
1071,0.516708,0.187518,0.32919,200000,10.7627
1072,0.515986,0.186931,0.329054,200000,10.7671
1073,0.517344,0.1875,0.329844,200000,10.5859
1074,0.518253,0.188111,0.330142,200000,11.0924
1075,0.516716,0.187468,0.329248,200000,11.1221
1076,0.5166,0.187368,0.329232,200000,10.7339
1077,0.51639,0.187482,0.328908,200000,11.0624
1078,0.517867,0.188003,0.329864,200000,10.5353
1079,0.516925,0.187481,0.329444,200000,10.8516
1080,0.516532,0.18741,0.329122,200000,11.2578
1081,0.519241,0.188509,0.330733,200000,10.6698
1082,0.517954,0.188044,0.32991,200000,10.5716
1083,0.517753,0.187803,0.329949,200000,9.87996
1084,0.517778,0.187748,0.33003,200000,9.48839
1085,0.519816,0.188437,0.331379,200000,11.8325
1086,0.519427,0.188163,0.331264,200000,10.9019
1087,0.520177,0.188332,0.331845,200000,10.5979
1088,0.518147,0.187625,0.330522,200000,11.6466
1089,0.520269,0.188463,0.331806,200000,10.4128
1090,0.518118,0.187894,0.330224,200000,10.4259
1091,0.519876,0.188451,0.331425,200000,10.0767
1092,0.518775,0.188372,0.330403,200000,11.8483
1093,0.519231,0.188295,0.330936,200000,11.2411
1094,0.51759,0.187712,0.329877,200000,11.8697
1095,0.521141,0.188926,0.332215,200000,11.3636
1096,0.518581,0.18811,0.330471,200000,11.2261
1097,0.517202,0.187683,0.329519,200000,11.3054
1098,0.51863,0.188227,0.330403,200000,10.0374
1099,0.517724,0.187931,0.329792,200000,9.79354
1100,0.519529,0.188422,0.331108,200000,10.3301
1101,0.520424,0.188549,0.331875,200000,11.2765
1102,0.516871,0.187835,0.329035,200000,10.8331
1103,0.519371,0.188266,0.331105,200000,11.8503
1104,0.518892,0.188224,0.330668,200000,10.6379
1105,0.519572,0.188404,0.331168,200000,10.8077
1106,0.518617,0.187983,0.330634,200000,11.6388
1107,0.518654,0.188042,0.330612,200000,10.8128
1108,0.518255,0.187858,0.330397,200000,10.8538
1109,0.518438,0.187973,0.330465,200000,11.011
