epoch,train_loss,train_loss_policy,train_loss_value,train_num_data,execution_time
128,0.937822,0.116961,0.820861,45785,3.11695
129,0.938192,0.116927,0.821265,45854,2.80539
130,0.936242,0.116936,0.819306,45908,2.77489
131,0.938252,0.117069,0.821183,45945,2.86038
132,0.93651,0.117,0.81951,45972,2.77173
133,0.935415,0.116995,0.81842,45992,2.95957
134,0.93663,0.116926,0.819704,45992,3.16571
135,0.940637,0.116899,0.823738,46092,3.25638
136,1.01919,0.118649,0.900538,46113,2.80184
137,0.997326,0.118257,0.879069,46159,3.14018
138,0.97968,0.117945,0.861735,46177,3.30549
139,0.969168,0.117809,0.851359,46193,2.83655
140,0.960531,0.117746,0.842785,46262,3.40201
141,0.955611,0.117436,0.838175,46316,3.41615
142,0.951699,0.1172,0.834498,46373,2.95922
143,0.947775,0.117063,0.830713,46373,3.36638
144,0.943873,0.117102,0.826771,46423,3.27692
145,0.942388,0.117015,0.825372,46523,3.36553
146,0.941,0.116968,0.824032,46539,3.34477
147,0.940698,0.116948,0.823749,46539,2.90418
148,0.941494,0.116982,0.824511,46539,2.85851
149,0.940955,0.116969,0.823986,46561,2.59799
150,0.940688,0.116946,0.823742,46584,2.62953
151,0.937371,0.116986,0.820385,46623,2.51709
152,0.939232,0.117017,0.822216,46702,2.35189
153,0.942204,0.117083,0.825121,46714,2.33511
154,0.941346,0.116965,0.824381,46737,3.22145
155,0.936753,0.116945,0.819808,46865,3.19814
156,0.936428,0.116885,0.819543,46879,3.04344
157,0.937614,0.116964,0.820649,46943,3.03674
158,0.939466,0.11696,0.822506,46983,2.97329
159,0.941354,0.11702,0.824334,47052,3.38718
160,0.936875,0.117008,0.819867,47142,2.96982
161,0.961151,0.117215,0.843937,47163,3.15756
162,0.950494,0.117085,0.833408,47226,3.43641
163,0.944116,0.11697,0.827146,47312,3.13063
164,0.941904,0.116933,0.824971,47336,3.39453
165,0.940391,0.116947,0.823444,47374,2.90999
166,0.941719,0.116864,0.824854,47401,3.37973
167,0.941519,0.116914,0.824605,47422,3.26855
168,0.940444,0.116889,0.823555,47461,3.11655
169,0.939791,0.116946,0.822845,47490,3.12902
170,0.940089,0.116908,0.823181,47578,2.90722
171,0.940592,0.116949,0.823643,47593,2.51535
172,0.939148,0.116904,0.822244,47611,2.70651
173,0.93975,0.117022,0.822728,47645,2.62686
174,0.940132,0.117017,0.823115,47645,2.48544
175,0.937311,0.11709,0.820222,47671,3.15918
176,0.936319,0.116901,0.819418,47755,3.18672
177,0.937971,0.116942,0.821029,47797,3.23695
178,0.939593,0.116996,0.822597,47833,3.09097
179,0.939028,0.116957,0.822072,47890,3.01463
180,0.941018,0.116994,0.824024,47942,3.2556
181,0.938632,0.116979,0.821653,47975,3.23498
182,0.93814,0.116978,0.821162,48019,2.89277
183,0.940743,0.11692,0.823823,48044,2.6216
184,0.939542,0.117133,0.822409,48074,3.00387
185,0.934564,0.116901,0.817663,48089,3.27287
186,0.937305,0.116957,0.820348,48126,3.37567
187,0.93954,0.116936,0.822604,48179,3.07585
188,0.9494,0.117235,0.832165,48260,3.47425
189,0.942299,0.117102,0.825197,48315,2.96947
190,0.940685,0.116991,0.823694,48381,3.09331
191,0.940564,0.116907,0.823657,48417,3.1793
192,0.939461,0.11685,0.822611,48465,3.39264
193,0.937092,0.116873,0.820219,48545,3.21416
194,0.937922,0.116942,0.82098,48545,3.16429
195,0.93908,0.116815,0.822265,48583,2.98663
196,0.93794,0.11684,0.8211,48600,3.08091
197,0.939898,0.116793,0.823105,48637,2.82485
198,0.941607,0.116867,0.82474,48686,3.23425
199,0.937118,0.116876,0.820242,48721,3.36007
200,0.937083,0.116906,0.820177,48795,3.15726
201,0.939443,0.116892,0.822552,48838,3.96059
202,0.940994,0.116872,0.824122,48923,2.99076
203,0.940043,0.116821,0.823222,48971,3.24441
204,0.938112,0.116842,0.82127,49023,3.38656
205,0.942106,0.116817,0.825289,49023,3.09024
206,0.937855,0.116749,0.821106,49078,3.18094
207,0.937981,0.116817,0.821164,49135,3.38961
208,0.938376,0.116839,0.821537,49135,3.4363
209,0.934148,0.116761,0.817387,49181,3.32575
210,0.943841,0.116916,0.826925,49213,3.23246
211,0.944795,0.116963,0.827832,49213,2.83025
212,0.946655,0.116969,0.829686,49265,2.75592
213,0.942706,0.116808,0.825898,49304,2.75916
214,0.93926,0.116784,0.822475,49392,2.77512
215,0.937858,0.116802,0.821055,49426,2.56873
216,0.938486,0.116775,0.821711,49538,2.65647
217,0.937287,0.116844,0.820443,49538,3.03091
218,0.936786,0.116916,0.81987,49538,3.27147
219,0.939797,0.116813,0.822984,49647,3.26051
220,0.941171,0.11681,0.824362,49675,3.13999
221,0.938348,0.116744,0.821604,49675,3.3882
222,0.940861,0.116796,0.824065,49708,3.33582
223,0.942883,0.116816,0.826066,49727,3.05893
224,0.939408,0.116851,0.822557,49771,3.27118
225,0.939642,0.116742,0.822901,49821,3.31939
226,0.93902,0.116849,0.822171,49821,3.36956
227,0.94412,0.116961,0.827158,49866,3.0696
228,0.942183,0.116985,0.825199,49893,3.14802
229,0.940595,0.116679,0.823916,49989,3.5215
230,0.938995,0.116762,0.822233,50146,3.1534
231,0.940772,0.116871,0.823902,50226,3.29769
232,0.949874,0.116956,0.832919,50278,3.49895
233,0.949511,0.116786,0.832724,50278,3.43004
234,0.94694,0.116924,0.830016,50337,3.07442
235,0.945109,0.11689,0.82822,50368,3.66419
236,0.944323,0.116774,0.827548,50413,3.41611
237,0.943123,0.11687,0.826252,50426,3.19187
238,0.941227,0.116821,0.824406,50445,3.35973
239,0.944763,0.116766,0.827998,50486,3.29754
240,0.940918,0.116728,0.824191,50510,3.18768
241,0.941327,0.116817,0.82451,50629,3.36764
242,0.943532,0.116787,0.826745,50701,3.46439
243,0.94401,0.116999,0.827011,50739,3.45282
244,0.939992,0.116888,0.823104,50787,3.91687
245,0.943832,0.116825,0.827008,50836,3.34795
246,0.943058,0.116988,0.82607,50860,3.11748
247,0.940334,0.11691,0.823424,50894,3.03132
248,0.940653,0.11687,0.823783,50931,3.30831
249,0.943355,0.116858,0.826497,50957,3.53598
250,0.941936,0.116758,0.825178,51027,3.40094
251,0.942034,0.116745,0.825289,51040,3.35744
252,0.942943,0.116791,0.826152,51076,3.45867
253,0.940488,0.116732,0.823757,51214,3.29762
254,0.95055,0.11679,0.83376,51293,3.59234
255,0.947927,0.116793,0.831134,51311,3.4028
256,0.947067,0.116807,0.83026,51339,3.40117
257,0.945838,0.116784,0.829054,51388,3.35538
258,0.946881,0.116863,0.830018,51426,2.9594
259,0.940697,0.116829,0.823868,51467,3.53026
260,0.941477,0.116776,0.824701,51486,3.70287
261,0.943621,0.116747,0.826875,51560,3.44422
262,0.940004,0.116759,0.823245,51576,2.908
263,0.94518,0.116789,0.828391,51611,3.50989
264,0.942372,0.116802,0.82557,51654,3.49393
265,0.943655,0.116833,0.826822,51738,3.17834
266,0.940226,0.116791,0.823435,51818,3.76639
267,0.939647,0.11673,0.822917,51873,3.18483
268,0.941119,0.116764,0.824355,51925,3.6164
269,0.941346,0.116814,0.824532,51951,3.68566
270,0.946124,0.116818,0.829306,51975,3.35664
271,0.942669,0.116785,0.825884,52018,3.79888
272,0.941356,0.116772,0.824584,52029,3.29862
273,0.93855,0.116817,0.821733,52090,3.40946
274,0.942265,0.116842,0.825423,52137,3.27567
275,0.940277,0.116747,0.82353,52213,3.38261
276,0.938997,0.116691,0.822307,52230,3.72632
277,0.993401,0.11799,0.87541,52239,2.92801
278,0.982746,0.117534,0.865212,52287,3.28515
279,0.963374,0.117181,0.846192,52347,3.37841
280,0.954456,0.117031,0.837425,52403,3.48137
281,0.947597,0.116815,0.830781,52434,3.54332
282,0.946919,0.116744,0.830175,52467,3.66893
283,0.945365,0.116868,0.828497,52482,3.35572
284,0.945566,0.11672,0.828846,52518,3.82087
285,0.943688,0.116634,0.827054,52584,3.5487
286,0.94003,0.116744,0.823286,52648,3.67087
287,0.940714,0.116626,0.824088,52662,3.60291
288,0.947401,0.116646,0.830756,52720,3.47288
289,0.941941,0.116585,0.825356,52810,3.28005
290,0.941428,0.116738,0.82469,52852,3.63047
291,0.945392,0.116767,0.828626,52960,3.21447
292,0.943894,0.116666,0.827228,53019,3.67595
293,0.945861,0.116644,0.829218,53097,3.70479
294,0.943605,0.11661,0.826994,53151,3.24924
295,0.943921,0.116611,0.82731,53225,3.4092
296,0.942029,0.116749,0.82528,53268,3.23021
297,0.956319,0.117225,0.839094,53284,3.61549
298,0.950738,0.116851,0.833887,53336,3.55947
299,0.949879,0.116647,0.833231,53390,3.59975
300,0.950237,0.116732,0.833504,53434,3.72297
301,0.944599,0.116674,0.827924,53480,3.46452
302,0.943854,0.116624,0.827231,53504,3.3084
303,0.941773,0.1166,0.825173,53504,3.41665
304,0.944255,0.116637,0.827618,53504,3.54574
305,0.943207,0.116692,0.826515,53537,3.47474
306,0.946988,0.116604,0.830384,53559,3.76282
307,0.944075,0.116534,0.827541,53645,3.7078
308,0.944826,0.116603,0.828223,53695,3.79156
309,0.944982,0.116576,0.828406,53771,3.68457
310,0.943338,0.116687,0.826651,53805,3.95238
311,0.948851,0.116658,0.832193,53910,3.81564
312,0.942049,0.116603,0.825447,53956,3.50957
313,0.945601,0.116532,0.829069,54037,3.61181
314,0.945598,0.116669,0.82893,54110,3.41715
315,0.944093,0.116655,0.827439,54165,3.67971
316,0.945549,0.116614,0.828935,54215,3.56025
317,0.944395,0.116617,0.827777,54232,3.77312
318,0.945605,0.116591,0.829014,54232,3.57747
319,0.946005,0.116595,0.82941,54321,3.89641
320,0.947471,0.116706,0.830764,54346,3.87546
321,0.948436,0.116713,0.831723,54423,3.89296
322,0.9487,0.116632,0.832067,54489,3.72828
323,0.947948,0.116605,0.831343,54517,3.608
324,0.946966,0.116579,0.830387,54611,3.47892
325,0.946848,0.116575,0.830274,54658,3.64824
326,0.947333,0.116611,0.830722,54696,3.62202
327,0.944989,0.116597,0.828392,54696,3.37939
328,0.946023,0.11661,0.829413,54773,3.11579
329,0.94188,0.116724,0.825156,54836,3.78596
330,0.946317,0.116596,0.829721,54871,3.24142
331,0.944412,0.11652,0.827892,54910,3.51969
332,0.946412,0.116536,0.829877,54910,3.85983
333,0.94494,0.116547,0.828394,54971,3.74691
334,0.946827,0.11665,0.830178,55012,3.74302
335,0.946431,0.116562,0.829868,55061,3.33175
336,0.945341,0.116575,0.828766,55147,3.61258
337,0.944559,0.116567,0.827992,55160,4.05993
338,0.944335,0.116621,0.827714,55178,3.61209
339,0.944938,0.116587,0.828351,55241,3.87566
340,0.943034,0.116568,0.826467,55339,3.60201
341,0.951406,0.116712,0.834694,55437,3.66383
342,0.948209,0.116667,0.831541,55437,3.77963
343,0.949684,0.116594,0.83309,55514,3.67862
344,0.946935,0.116521,0.830413,55570,4.01934
345,0.946334,0.116601,0.829733,55681,3.50005
346,0.947022,0.116509,0.830513,55746,3.64451
347,0.944755,0.116556,0.828199,55803,3.72054
348,0.947036,0.116501,0.830535,55821,3.73471
349,0.946223,0.116595,0.829628,55867,3.77644
350,0.945623,0.116584,0.829039,55928,4.08135
351,0.945819,0.116574,0.829245,55953,3.80118
352,0.945176,0.116467,0.828709,56015,3.8044
353,0.946713,0.116536,0.830177,56015,3.33299
354,0.94364,0.116543,0.827097,56027,2.94413
355,0.946208,0.11661,0.829598,56087,3.48236
356,0.945965,0.116505,0.829459,56117,3.62069
357,0.94385,0.116547,0.827303,56148,4.01553
358,0.943928,0.116571,0.827357,56206,3.73709
359,0.944342,0.116469,0.827874,56225,3.83108
360,0.939852,0.116463,0.823389,56261,3.70562
361,0.946676,0.116522,0.830154,56305,3.59171
362,0.947484,0.116669,0.830816,56457,3.50016
363,0.950394,0.116639,0.833755,56510,3.85163
364,0.95014,0.116552,0.833588,56554,3.5795
365,0.95293,0.116481,0.836449,56605,3.59528
366,0.94792,0.116568,0.831352,56605,3.67179
367,0.95332,0.116494,0.836826,56716,3.96076
368,0.9528,0.116615,0.836184,56793,3.50598
369,0.947236,0.116544,0.830692,56808,3.50066
370,0.950127,0.116436,0.833691,56848,3.86803
371,0.948394,0.116467,0.831926,56907,3.85011
372,0.946875,0.116527,0.830348,56927,3.87799
373,0.948455,0.116426,0.832029,57023,3.59662
374,0.950064,0.116478,0.833586,57090,3.94021
375,0.945307,0.116433,0.828874,57119,3.38346
376,0.94814,0.116431,0.831709,57171,3.11054
377,0.948464,0.116481,0.831983,57222,4.0636
378,0.950726,0.116479,0.834247,57313,3.66059
379,0.956555,0.116598,0.839957,57345,3.81796
380,1.00695,0.117456,0.889495,57372,3.75026
381,0.983209,0.117189,0.866021,57448,3.74616
382,0.967685,0.116866,0.850818,57481,3.96263
383,0.965221,0.116688,0.848534,57514,3.69689
384,0.962817,0.116635,0.846182,57562,3.82317
385,0.960671,0.1166,0.844072,57696,3.78966
386,0.958891,0.116577,0.842314,57775,3.78163
387,0.956888,0.116604,0.840284,57805,3.74516
388,0.958911,0.116502,0.84241,57853,3.6913
389,0.954574,0.116502,0.838072,57879,3.57169
390,0.954182,0.116537,0.837646,57898,3.13315
391,0.953875,0.116493,0.837382,57929,3.26696
392,0.951858,0.1165,0.835358,58002,3.11595
393,0.953093,0.116558,0.836535,58059,3.12542
394,0.951524,0.116558,0.834967,58068,3.14083
395,0.952085,0.116479,0.835606,58075,3.10576
396,0.950971,0.116601,0.834371,58115,3.26182
397,0.952487,0.116431,0.836057,58115,4.00716
398,0.952334,0.116407,0.835927,58138,3.61887
399,0.955342,0.116418,0.838925,58227,3.69097
400,0.953033,0.11651,0.836523,58285,4.08862
401,0.94983,0.116483,0.833347,58357,4.91821
402,0.951889,0.116637,0.835251,58414,3.95204
403,0.962689,0.116664,0.846025,58414,3.42519
404,0.967561,0.11664,0.850921,58452,4.12849
405,0.954346,0.116541,0.837804,58516,3.97739
406,0.952823,0.116455,0.836368,58603,3.40663
407,0.9537,0.116469,0.83723,58711,2.96704
408,0.95089,0.116413,0.834477,58738,4.11092
409,0.950007,0.116375,0.833632,58798,3.66104
410,0.949139,0.116417,0.832722,58908,3.65258
411,0.951225,0.116407,0.834818,58939,3.14212
412,0.950317,0.116391,0.833926,58959,3.13678
413,0.952567,0.116407,0.83616,59001,4.12431
414,0.948592,0.116405,0.832187,59067,3.78365
415,0.950706,0.116475,0.834231,59103,3.54846
416,0.95201,0.116415,0.835595,59202,3.42086
417,0.95006,0.116434,0.833626,59247,4.33193
418,0.951754,0.116417,0.835336,59282,3.72546
419,0.953353,0.116401,0.836952,59316,3.11752
420,0.949676,0.116443,0.833233,59348,4.05875
421,0.950662,0.116408,0.834254,59365,3.68309
422,0.949149,0.116457,0.832692,59423,3.44723
423,0.965331,0.116661,0.848669,59489,3.97362
424,0.95331,0.116425,0.836886,59549,3.71226
425,0.951248,0.116403,0.834846,59623,3.70062
426,0.94897,0.116398,0.832572,59708,4.20507
427,0.951586,0.11644,0.835146,59807,3.78411
428,0.947439,0.116435,0.831004,59906,4.15256
429,0.951732,0.116394,0.835338,59953,3.86739
430,0.948322,0.116368,0.831954,59953,4.15636
431,0.952904,0.116379,0.836525,60005,4.09425
432,0.950642,0.116427,0.834215,60048,3.52023
433,0.950489,0.116368,0.834121,60116,4.20902
434,0.946432,0.11631,0.830121,60131,3.97611
435,0.948286,0.11637,0.831916,60180,4.1638
436,0.949807,0.116447,0.83336,60191,3.79748
437,0.949719,0.116497,0.833222,60284,3.58022
438,0.950271,0.116388,0.833883,60353,3.11932
439,0.948794,0.116426,0.832369,60368,4.20326
440,0.950002,0.116379,0.833623,60393,4.02673
441,0.948517,0.11629,0.832227,60479,3.84847
442,0.951987,0.116502,0.835484,60520,4.18382
443,0.950631,0.116499,0.834132,60559,3.86358
444,0.95028,0.11639,0.83389,60646,3.94461
445,0.950218,0.116311,0.833907,60683,4.10097
446,0.95038,0.116378,0.834002,60808,3.81751
447,0.948975,0.116329,0.832647,60848,3.78721
448,0.949766,0.116385,0.833381,60889,3.28579
449,0.949846,0.116273,0.833573,60985,3.95414
450,0.949781,0.116265,0.833516,61022,3.96918
451,0.950221,0.116307,0.833914,61071,3.50159
452,0.949796,0.116407,0.833389,61185,3.45371
453,0.948771,0.11633,0.832441,61226,4.0739
454,0.950389,0.116238,0.834151,61265,4.19018
455,0.950655,0.116378,0.834277,61317,4.28564
456,0.948312,0.116266,0.832046,61317,4.16427
457,0.949815,0.116352,0.833463,61374,3.38069
458,0.951339,0.116369,0.834969,61422,3.96083
459,0.949272,0.116279,0.832993,61433,4.13507
460,0.950515,0.116365,0.83415,61468,4.0003
461,0.997456,0.117269,0.880187,61521,4.08895
462,0.969168,0.116521,0.852648,61569,4.14047
463,0.959314,0.116418,0.842896,61630,4.34439
464,0.954604,0.116379,0.838225,61692,4.06377
465,0.954564,0.116387,0.838178,61763,3.36711
466,0.953981,0.116309,0.837672,61840,3.36456
467,0.952536,0.116344,0.836191,61896,3.51258
468,0.951272,0.116339,0.834933,61950,3.95108
469,0.950979,0.116311,0.834668,62001,3.88084
470,0.951209,0.116333,0.834875,62015,4.07449
471,0.950421,0.116354,0.834067,62051,3.47651
472,0.950078,0.116347,0.833731,62109,3.86324
473,0.950421,0.116313,0.834108,62117,4.21156
474,0.947226,0.116341,0.830885,62176,3.88088
475,0.950289,0.116383,0.833906,62216,4.22627
476,0.949805,0.116353,0.833452,62382,4.08864
477,0.95151,0.11633,0.83518,62460,4.16582
478,0.950532,0.116341,0.834191,62515,3.8908
479,0.960003,0.116556,0.843447,62589,3.91906
480,0.956331,0.116519,0.839812,62589,4.39679
481,0.955131,0.116379,0.838752,62635,3.81286
482,0.954083,0.116395,0.837688,62635,3.56974
483,0.954725,0.11634,0.838386,62672,3.74963
484,0.952014,0.116297,0.835717,62760,4.23471
485,0.950268,0.116344,0.833924,62824,4.15374
486,0.950625,0.116293,0.834333,62900,3.52149
487,0.952461,0.116304,0.836157,62923,3.27853
488,0.950259,0.116287,0.833972,62964,3.52649
489,0.950531,0.116286,0.834244,63050,3.71595
490,0.950958,0.116315,0.834643,63078,4.10248
491,0.952128,0.116358,0.83577,63164,4.22692
492,0.952559,0.116293,0.836266,63222,3.90786
493,0.950529,0.116266,0.834263,63345,4.20472
494,0.954047,0.11628,0.837767,63378,3.766
495,0.950409,0.116282,0.834128,63442,4.18199
496,0.951816,0.116389,0.835426,63464,3.88218
497,0.948651,0.116171,0.832479,63508,4.11076
498,0.958413,0.116384,0.842028,63527,4.16653
499,0.965527,0.116358,0.849169,63567,3.29676
500,0.957333,0.116323,0.841009,63596,4.24637
501,0.955549,0.116309,0.83924,63652,4.46597
502,0.955923,0.116366,0.839557,63701,4.49347
503,0.950922,0.116268,0.834654,63751,4.18227
504,0.953677,0.116293,0.837384,63857,4.21654
505,0.952797,0.11633,0.836467,63913,4.20022
506,0.953552,0.116282,0.837271,64002,3.67559
507,0.949882,0.116258,0.833624,64046,3.50562
508,0.953244,0.116257,0.836987,64127,4.32338
509,0.950186,0.11625,0.833935,64138,4.12372
510,0.95023,0.116275,0.833955,64204,3.33695
511,0.950026,0.116258,0.833769,64287,3.37002
512,0.952202,0.116245,0.835958,64335,4.47638
513,0.949888,0.116185,0.833703,64422,4.21572
514,0.951749,0.116283,0.835466,64504,4.36116
515,0.953753,0.11617,0.837583,64598,4.48709
516,0.955598,0.116323,0.839274,64671,4.24804
517,0.953335,0.11622,0.837115,64671,4.36202
518,0.955634,0.116255,0.839379,64748,4.41446
519,0.951339,0.116222,0.835117,64794,3.80603
520,0.952292,0.116252,0.836041,64821,4.12912
521,0.951541,0.116207,0.835334,64885,4.05557
522,0.948695,0.116266,0.832428,64913,4.50806
523,0.948241,0.116262,0.831978,64945,4.41423
524,0.952287,0.11625,0.836036,65005,4.43534
525,0.950701,0.116275,0.834425,65062,4.40223
526,0.950936,0.116226,0.83471,65112,4.53209
527,0.952458,0.116161,0.836298,65162,4.24315
528,0.950216,0.116252,0.833964,65193,4.0932
529,0.950556,0.116181,0.834375,65285,4.45518
530,0.95012,0.116142,0.833977,65351,4.25942
531,0.949081,0.116242,0.832839,65423,4.2689
532,0.950911,0.116191,0.83472,65503,4.40293
533,0.952634,0.116361,0.836273,65542,4.28297
534,1.02931,0.117882,0.911428,65603,4.55483
535,1.00625,0.116868,0.889381,65621,4.24003
536,0.993181,0.11658,0.876601,65678,4.05498
537,0.983189,0.116502,0.866687,65691,4.60896
538,0.977929,0.116445,0.861485,65800,4.59441
539,0.972709,0.116497,0.856212,65844,3.95504
540,0.967981,0.116393,0.851587,65979,4.63603
541,0.965394,0.116435,0.848959,66022,4.26785
542,0.961623,0.116345,0.845278,66068,4.73398
543,0.961905,0.116363,0.845542,66143,4.60495
544,0.961633,0.116442,0.845191,66205,4.48373
545,0.961112,0.116359,0.844754,66302,4.18805
546,0.957413,0.116307,0.841107,66327,4.59692
547,0.957204,0.116342,0.840863,66360,3.93561
548,0.955113,0.116278,0.838835,66460,3.6655
549,0.957225,0.116323,0.840902,66482,3.40424
550,0.958264,0.116332,0.841932,66522,3.63037
551,0.954465,0.116275,0.83819,66644,3.50328
552,0.956542,0.116351,0.840191,66644,3.56344
553,0.961459,0.116402,0.845057,66698,3.99678
554,0.958384,0.116373,0.84201,66713,4.23461
555,0.95695,0.116285,0.840665,66713,4.49943
556,0.954865,0.116319,0.838546,66713,4.29532
557,0.957404,0.116309,0.841095,66814,4.52016
